Age,Gender,Purchase_Frequency,Purchase_Amount,Product_Category,Location
68,M,9,117,Fashion,West
41,M,5,429,Electronics,East
58,F,4,465,Home & Kitchen,South
34,M,11,309,Fashion,East
29,M,6,348,Sports & Outdoors,West
74,M,8,312,Sports & Outdoors,South
63,M,1,389,Home & Kitchen,North
49,F,7,89,Home & Kitchen,South
32,F,8,85,Electronics,North
33,M,9,285,Sports & Outdoors,East
71,M,11,411,Home & Kitchen,South
39,F,8,447,Home & Kitchen,South
45,M,7,277,Sports & Outdoors,South
37,F,3,121,Electronics,North
50,M,2,418,Electronics,North
27,F,3,325,Sports & Outdoors,East
57,F,4,84,Sports & Outdoors,East
49,F,4,223,Sports & Outdoors,West
67,F,6,375,Sports & Outdoors,North
50,M,7,43,Sports & Outdoors,East
19,M,4,150,Home & Kitchen,South
50,F,10,175,Fashion,South
50,F,6,405,Sports & Outdoors,South
58,F,9,240,Fashion,East
30,F,6,301,Electronics,South
47,M,3,37,Home & Kitchen,South
50,F,1,484,Fashion,North
30,F,11,304,Electronics,North
69,F,10,342,Electronics,East
43,F,10,436,Electronics,North
39,F,5,369,Sports & Outdoors,West
56,F,10,100,Home & Kitchen,East
19,F,10,124,Electronics,West
55,M,3,168,Sports & Outdoors,West
56,F,8,267,Fashion,East
43,F,10,382,Home & Kitchen,North
63,F,1,347,Fashion,North
67,M,11,99,Fashion,East
32,M,2,254,Sports & Outdoors,West
51,M,3,307,Fashion,East
59,F,3,40,Home & Kitchen,East
72,F,8,326,Fashion,South
61,F,5,367,Sports & Outdoors,South
66,M,8,321,Electronics,West
57,F,11,479,Sports & Outdoors,North
28,M,11,237,Electronics,South
20,M,6,348,Fashion,South
23,M,2,137,Electronics,West
26,M,11,279,Sports & Outdoors,East
23,M,4,279,Sports & Outdoors,South
26,F,9,422,Home & Kitchen,North
56,F,4,218,Home & Kitchen,West
48,M,5,187,Electronics,South
49,F,5,315,Electronics,West
58,F,10,200,Home & Kitchen,South
67,M,8,366,Fashion,South
29,M,6,466,Home & Kitchen,West
25,F,10,458,Fashion,North
25,F,7,77,Electronics,North
67,F,6,336,Electronics,East
45,F,5,276,Sports & Outdoors,South
37,M,5,279,Sports & Outdoors,East
64,F,3,371,Fashion,West
24,M,7,476,Fashion,East
28,M,10,369,Home & Kitchen,West
37,F,5,396,Fashion,North
33,F,7,137,Electronics,West
21,F,2,273,Electronics,West
23,M,9,230,Electronics,East
39,M,8,251,Sports & Outdoors,South
43,M,5,494,Fashion,East
20,M,2,253,Fashion,North
58,F,6,436,Sports & Outdoors,North
59,M,8,402,Sports & Outdoors,North
31,M,7,28,Sports & Outdoors,South
28,F,8,405,Electronics,East
35,M,4,164,Fashion,West
71,M,3,238,Home & Kitchen,West
29,F,7,377,Home & Kitchen,South
40,M,2,67,Fashion,North
29,M,5,290,Fashion,South
30,M,7,54,Sports & Outdoors,West
42,M,1,111,Sports & Outdoors,North
62,F,4,57,Electronics,South
68,M,2,59,Sports & Outdoors,West
36,F,6,90,Fashion,West
72,M,1,309,Electronics,South
63,F,7,68,Home & Kitchen,West
53,F,3,170,Fashion,East
62,F,1,112,Home & Kitchen,East
25,M,8,343,Fashion,North
46,M,7,421,Fashion,East
72,M,2,283,Electronics,East
70,F,7,192,Electronics,South
72,M,3,426,Sports & Outdoors,North
49,M,9,125,Fashion,South
68,M,8,371,Fashion,South
61,M,5,408,Electronics,East
35,F,7,454,Home & Kitchen,East
23,F,3,276,Sports & Outdoors,West
35,M,1,173,Fashion,West
36,M,1,152,Electronics,North
39,M,11,446,Fashion,East
54,F,2,327,Electronics,West
49,M,8,313,Sports & Outdoors,South
73,F,1,103,Home & Kitchen,East
58,F,11,259,Fashion,North
20,M,5,408,Fashion,North
45,M,9,456,Sports & Outdoors,South
27,M,9,352,Home & Kitchen,West
68,F,2,436,Fashion,South
52,F,7,315,Sports & Outdoors,West
46,M,11,325,Fashion,East
71,F,1,249,Fashion,North
32,M,3,68,Sports & Outdoors,West
50,M,6,24,Sports & Outdoors,South
24,F,9,294,Electronics,East
29,F,10,212,Electronics,West
66,F,2,246,Fashion,East
47,F,7,475,Sports & Outdoors,East
38,M,4,305,Home & Kitchen,South
48,M,2,296,Home & Kitchen,South
41,M,3,82,Fashion,East
37,F,6,223,Electronics,East
54,M,10,20,Sports & Outdoors,West
21,F,9,346,Sports & Outdoors,South
45,F,8,234,Electronics,West
61,F,10,327,Sports & Outdoors,North
37,M,11,212,Fashion,West
41,F,9,240,Sports & Outdoors,East
67,F,4,401,Sports & Outdoors,North
66,F,4,60,Electronics,West
68,F,9,66,Electronics,North
49,F,8,141,Home & Kitchen,South
58,F,2,429,Fashion,West
53,F,8,412,Electronics,West
70,F,1,289,Electronics,South
51,F,9,306,Electronics,West
53,F,9,314,Sports & Outdoors,North
19,F,8,475,Fashion,South
32,F,11,234,Fashion,North
51,M,5,183,Sports & Outdoors,West
53,M,5,301,Sports & Outdoors,West
23,F,3,275,Electronics,West
56,F,5,256,Home & Kitchen,West
59,F,4,87,Home & Kitchen,North
68,M,1,144,Fashion,West
68,M,9,149,Home & Kitchen,South
71,M,10,351,Electronics,South
29,F,4,262,Sports & Outdoors,East
20,F,3,484,Fashion,South
62,F,6,185,Fashion,East
35,F,1,430,Sports & Outdoors,South
57,M,5,468,Home & Kitchen,South
38,F,7,429,Fashion,West
32,M,2,69,Sports & Outdoors,South
50,M,10,470,Sports & Outdoors,West
52,F,9,361,Home & Kitchen,West
43,M,6,263,Home & Kitchen,South
25,M,2,17,Electronics,North
53,M,8,400,Home & Kitchen,West
65,M,8,116,Home & Kitchen,South
47,F,1,180,Sports & Outdoors,North
40,F,1,67,Fashion,South
59,M,1,346,Sports & Outdoors,South
61,F,4,351,Electronics,North
31,M,4,439,Sports & Outdoors,South
31,F,8,299,Electronics,West
19,F,1,93,Home & Kitchen,East
72,F,10,126,Fashion,East
54,F,3,209,Fashion,South
22,F,11,31,Sports & Outdoors,East
55,M,1,228,Fashion,East
62,F,9,235,Electronics,East
58,M,10,414,Electronics,West
71,M,9,280,Home & Kitchen,West
64,F,7,398,Sports & Outdoors,East
31,M,8,111,Home & Kitchen,North
73,F,1,154,Fashion,North
56,M,5,465,Home & Kitchen,North
42,M,2,156,Fashion,West
37,F,1,270,Electronics,West
19,F,3,288,Sports & Outdoors,West
56,F,7,348,Sports & Outdoors,West
23,F,1,23,Home & Kitchen,East
34,M,11,275,Fashion,West
42,F,2,296,Electronics,East
74,M,2,150,Fashion,North
45,M,4,392,Home & Kitchen,East
19,M,3,415,Fashion,North
52,M,3,302,Electronics,West
54,M,10,432,Home & Kitchen,North
22,M,5,403,Electronics,North
18,F,3,40,Home & Kitchen,East
57,M,11,180,Sports & Outdoors,North
29,M,7,364,Fashion,South
73,M,5,214,Electronics,North
53,F,4,487,Electronics,West
62,F,3,491,Fashion,North
40,M,4,429,Electronics,South
64,F,2,300,Electronics,East
48,M,1,120,Electronics,North
28,F,3,77,Sports & Outdoors,South
27,M,11,192,Electronics,West
20,F,2,382,Sports & Outdoors,West
71,F,1,205,Fashion,East
31,F,1,135,Sports & Outdoors,West
33,M,2,184,Electronics,South
27,M,9,271,Electronics,North
46,M,5,384,Electronics,South
27,F,9,421,Sports & Outdoors,East
29,F,8,295,Home & Kitchen,North
47,M,11,164,Home & Kitchen,South
58,F,6,78,Fashion,East
18,M,1,117,Fashion,East
22,M,10,432,Fashion,North
37,M,5,44,Electronics,North
25,M,1,368,Home & Kitchen,West
60,F,7,53,Home & Kitchen,West
29,F,10,152,Fashion,North
18,F,11,220,Home & Kitchen,West
74,M,8,487,Fashion,North
71,F,8,495,Electronics,West
37,M,7,425,Home & Kitchen,South
45,M,2,497,Electronics,East
74,M,5,294,Electronics,North
60,M,4,456,Home & Kitchen,North
54,M,5,15,Sports & Outdoors,North
64,M,10,227,Fashion,South
54,F,9,36,Home & Kitchen,East
29,F,4,236,Electronics,West
54,F,8,293,Fashion,West
66,F,8,398,Electronics,East
66,M,2,434,Fashion,West
73,M,6,65,Home & Kitchen,North
61,F,5,377,Electronics,East
73,F,2,319,Fashion,South
45,F,10,345,Fashion,East
64,F,4,114,Home & Kitchen,North
32,F,7,27,Fashion,East
23,F,1,214,Fashion,South
61,F,9,52,Electronics,South
37,F,10,98,Home & Kitchen,East
67,M,1,83,Home & Kitchen,East
31,M,5,166,Electronics,West
19,M,7,275,Sports & Outdoors,West
26,M,8,143,Electronics,North
54,F,2,473,Electronics,West
37,M,4,98,Sports & Outdoors,North
43,F,2,245,Fashion,North
46,M,4,141,Home & Kitchen,East
18,F,6,238,Home & Kitchen,West
72,F,6,43,Sports & Outdoors,South
52,M,2,92,Home & Kitchen,South
23,M,11,426,Sports & Outdoors,East
54,F,4,141,Fashion,South
70,F,4,437,Sports & Outdoors,South
22,F,1,363,Home & Kitchen,East
50,M,2,213,Home & Kitchen,South
66,M,3,296,Sports & Outdoors,East
68,F,11,345,Home & Kitchen,North
31,M,5,459,Sports & Outdoors,West
29,F,11,451,Home & Kitchen,South
59,M,8,325,Electronics,East
37,M,6,267,Fashion,South
70,M,3,301,Home & Kitchen,West
67,M,6,463,Home & Kitchen,South
41,M,7,134,Home & Kitchen,North
60,F,6,453,Sports & Outdoors,East
51,F,10,160,Home & Kitchen,West
42,M,6,368,Sports & Outdoors,North
67,F,1,256,Home & Kitchen,South
46,F,3,184,Electronics,South
74,M,7,381,Electronics,South
56,F,4,366,Fashion,West
48,M,4,311,Sports & Outdoors,East
73,F,7,89,Fashion,West
64,F,9,116,Home & Kitchen,North
60,F,11,309,Home & Kitchen,East
67,F,2,412,Electronics,West
40,F,9,314,Fashion,South
61,F,3,353,Home & Kitchen,North
55,F,6,67,Home & Kitchen,South
37,M,4,100,Sports & Outdoors,West
40,M,1,144,Home & Kitchen,North
62,M,9,359,Fashion,East
69,M,11,178,Electronics,East
33,F,6,343,Electronics,West
67,F,8,131,Home & Kitchen,West
59,F,2,245,Home & Kitchen,East
72,M,7,408,Home & Kitchen,East
25,M,6,85,Sports & Outdoors,West
67,M,2,318,Home & Kitchen,East
38,F,2,486,Home & Kitchen,North
18,M,4,32,Sports & Outdoors,West
72,F,4,342,Fashion,North
25,M,3,82,Sports & Outdoors,South
46,F,8,97,Electronics,North
49,M,7,112,Sports & Outdoors,West
55,F,2,103,Sports & Outdoors,South
22,M,3,458,Fashion,East
64,M,10,325,Fashion,North
39,F,9,275,Home & Kitchen,North
64,F,5,262,Sports & Outdoors,West
51,M,2,367,Fashion,East
18,F,3,67,Electronics,West
72,M,8,440,Home & Kitchen,East
72,F,4,408,Sports & Outdoors,West
43,M,2,18,Electronics,East
60,F,2,22,Fashion,South
27,M,6,416,Home & Kitchen,West
47,M,8,426,Electronics,South
67,M,7,402,Sports & Outdoors,West
35,F,4,140,Electronics,West
34,M,2,231,Home & Kitchen,West
43,F,9,338,Sports & Outdoors,North
25,F,4,381,Sports & Outdoors,West
64,F,9,162,Electronics,East
57,M,5,390,Home & Kitchen,North
66,F,11,376,Sports & Outdoors,East
29,F,11,481,Home & Kitchen,East
44,F,7,489,Fashion,East
25,M,5,80,Electronics,East
42,F,2,429,Home & Kitchen,East
63,F,6,354,Fashion,South
21,F,7,29,Fashion,North
50,F,11,90,Home & Kitchen,East
18,M,6,447,Home & Kitchen,South
36,M,3,237,Electronics,South
48,F,10,355,Electronics,East
33,F,8,28,Sports & Outdoors,West
31,F,3,453,Electronics,East
70,F,5,174,Home & Kitchen,South
65,M,9,377,Sports & Outdoors,East
22,M,11,396,Fashion,South
58,M,5,116,Fashion,East
43,M,7,386,Home & Kitchen,South
45,F,11,357,Sports & Outdoors,East
19,F,7,223,Sports & Outdoors,West
67,M,5,248,Electronics,West
23,M,2,156,Fashion,South
26,F,5,190,Fashion,West
50,F,7,439,Electronics,West
58,F,7,345,Fashion,North
42,F,4,449,Electronics,East
65,F,1,207,Fashion,East
30,M,6,494,Fashion,West
26,M,3,296,Fashion,West
70,F,11,62,Electronics,South
30,F,5,378,Fashion,East
48,M,4,249,Fashion,North
58,F,2,299,Sports & Outdoors,North
28,M,7,296,Fashion,West
21,M,5,197,Home & Kitchen,South
51,M,7,404,Fashion,South
55,M,9,493,Fashion,East
63,F,4,15,Sports & Outdoors,West
21,F,5,292,Sports & Outdoors,West
55,M,9,272,Electronics,South
36,F,10,58,Electronics,North
23,F,11,361,Home & Kitchen,North
51,F,4,209,Sports & Outdoors,East
35,F,5,69,Electronics,West
30,M,5,42,Electronics,West
58,F,8,312,Electronics,North
40,M,4,253,Sports & Outdoors,West
36,M,4,181,Sports & Outdoors,West
62,F,7,216,Home & Kitchen,South
28,M,11,384,Sports & Outdoors,East
18,F,5,292,Sports & Outdoors,East
41,F,6,487,Sports & Outdoors,East
71,M,6,31,Home & Kitchen,South
24,F,6,56,Fashion,East
42,M,10,358,Fashion,East
38,M,5,498,Electronics,North
32,F,5,441,Fashion,North
18,F,9,167,Fashion,East
29,F,8,267,Home & Kitchen,South
24,M,4,152,Home & Kitchen,South
32,F,7,56,Fashion,South
38,M,8,36,Fashion,West
36,M,9,464,Fashion,West
46,F,5,36,Electronics,South
42,F,3,478,Home & Kitchen,North
50,F,4,406,Fashion,West
66,M,10,448,Sports & Outdoors,South
49,F,6,154,Fashion,West
66,M,10,84,Sports & Outdoors,West
52,F,11,196,Electronics,West
61,F,5,19,Sports & Outdoors,West
55,M,9,130,Home & Kitchen,South
43,M,11,298,Electronics,West
28,F,11,471,Electronics,East
52,F,3,174,Fashion,South
25,F,2,391,Electronics,South
63,F,6,273,Electronics,South
31,F,7,170,Sports & Outdoors,West
27,M,5,400,Fashion,South
19,M,1,427,Home & Kitchen,North
63,M,3,336,Fashion,East
26,M,3,400,Home & Kitchen,North
20,F,4,306,Sports & Outdoors,East
38,M,10,127,Electronics,East
43,M,6,493,Electronics,West
25,M,5,320,Fashion,East
65,F,1,272,Fashion,East
19,M,6,93,Fashion,North
23,F,9,155,Electronics,East
45,M,11,180,Electronics,South
70,F,1,498,Sports & Outdoors,South
46,M,8,343,Home & Kitchen,East
43,F,8,433,Fashion,South
42,M,3,318,Electronics,West
29,F,9,23,Home & Kitchen,South
22,F,11,158,Fashion,West
51,M,11,378,Fashion,East
65,F,8,260,Home & Kitchen,West
54,F,3,66,Home & Kitchen,West
32,M,10,356,Home & Kitchen,East
61,M,5,311,Electronics,East
53,F,3,419,Sports & Outdoors,West
32,M,5,356,Fashion,North
60,M,9,417,Fashion,East
65,M,4,142,Home & Kitchen,East
40,F,6,179,Electronics,North
23,F,3,111,Home & Kitchen,South
63,F,3,485,Electronics,North
67,F,5,115,Sports & Outdoors,South
61,F,8,180,Fashion,North
60,F,8,137,Fashion,West
62,F,3,259,Electronics,East
38,M,8,41,Sports & Outdoors,North
40,F,11,225,Sports & Outdoors,East
60,F,8,271,Fashion,South
72,M,3,339,Fashion,West
33,M,10,253,Home & Kitchen,East
64,M,10,460,Electronics,North
70,F,2,400,Fashion,North
32,M,10,294,Sports & Outdoors,West
42,F,2,299,Sports & Outdoors,South
53,F,9,272,Fashion,West
28,F,7,346,Sports & Outdoors,West
68,M,6,342,Electronics,East
32,M,7,323,Sports & Outdoors,South
21,F,8,94,Sports & Outdoors,West
38,F,1,424,Fashion,East
30,F,8,338,Electronics,East
39,M,3,54,Electronics,South
36,F,3,312,Home & Kitchen,South
51,M,6,342,Electronics,East
31,F,4,474,Home & Kitchen,South
21,M,4,209,Fashion,East
65,F,4,210,Sports & Outdoors,South
70,M,10,338,Electronics,South
69,M,9,177,Home & Kitchen,South
63,M,8,249,Electronics,North
44,M,3,381,Fashion,South
46,M,1,295,Home & Kitchen,North
64,M,1,199,Home & Kitchen,East
45,F,1,80,Home & Kitchen,West
52,F,4,154,Fashion,West
25,F,6,368,Home & Kitchen,West
33,F,4,495,Sports & Outdoors,East
59,M,11,398,Fashion,South
53,F,11,218,Sports & Outdoors,North
47,M,3,369,Sports & Outdoors,East
35,M,8,387,Fashion,West
19,M,8,394,Electronics,West
66,F,6,217,Sports & Outdoors,West
30,M,9,474,Fashion,West
21,F,10,231,Sports & Outdoors,North
43,F,1,296,Home & Kitchen,West
42,F,8,172,Sports & Outdoors,North
47,F,6,374,Sports & Outdoors,West
28,F,1,81,Sports & Outdoors,East
24,M,4,249,Home & Kitchen,North
48,M,5,423,Sports & Outdoors,North
61,F,7,136,Fashion,East
27,M,8,496,Sports & Outdoors,West
56,F,9,94,Fashion,West
30,M,6,24,Sports & Outdoors,South
48,M,10,257,Sports & Outdoors,South
24,M,9,491,Sports & Outdoors,North
73,M,4,321,Electronics,South
66,M,8,453,Electronics,East
59,M,3,292,Home & Kitchen,East
59,M,4,11,Fashion,East
73,M,10,83,Home & Kitchen,North
53,M,4,73,Fashion,East
37,M,6,270,Home & Kitchen,North
21,M,9,356,Home & Kitchen,North
71,M,6,333,Sports & Outdoors,East
24,M,1,248,Sports & Outdoors,East
71,F,5,406,Sports & Outdoors,North
18,M,9,346,Sports & Outdoors,East
61,M,5,350,Sports & Outdoors,South
73,M,6,288,Home & Kitchen,North
62,M,3,362,Fashion,West
59,M,8,443,Electronics,North
64,M,10,389,Electronics,East
30,F,11,472,Fashion,East
72,F,4,471,Electronics,North
39,F,4,210,Home & Kitchen,North
71,M,11,302,Fashion,West
38,M,5,295,Fashion,West
39,M,10,230,Electronics,North
45,F,9,416,Electronics,East
26,M,8,171,Home & Kitchen,North
43,M,7,457,Sports & Outdoors,South
26,F,5,192,Fashion,South
32,F,9,464,Sports & Outdoors,East
27,M,9,382,Electronics,North
41,M,10,274,Fashion,North
74,M,10,141,Sports & Outdoors,South
59,M,2,331,Home & Kitchen,North
25,F,4,129,Home & Kitchen,East
41,M,8,389,Home & Kitchen,East
33,M,1,228,Fashion,West
66,F,5,426,Fashion,East
43,M,8,169,Fashion,North
44,M,2,309,Fashion,North
54,F,2,118,Fashion,South
21,F,8,247,Sports & Outdoors,South
67,M,10,302,Sports & Outdoors,East
41,F,9,484,Home & Kitchen,West
36,F,7,485,Sports & Outdoors,North
53,M,8,76,Sports & Outdoors,West
56,F,5,325,Home & Kitchen,North
27,M,1,196,Home & Kitchen,East
42,M,4,45,Electronics,East
35,M,2,58,Home & Kitchen,South
36,M,3,265,Sports & Outdoors,West
53,F,3,444,Fashion,South
27,M,9,116,Home & Kitchen,East
50,M,10,17,Electronics,West
72,M,4,245,Sports & Outdoors,North
67,M,2,187,Electronics,South
22,F,3,251,Electronics,East
64,F,3,50,Sports & Outdoors,North
66,F,7,366,Electronics,East
52,M,8,254,Sports & Outdoors,North
61,F,11,122,Electronics,South
51,F,6,374,Fashion,North
50,M,4,265,Home & Kitchen,West
72,F,6,175,Fashion,North
38,M,11,351,Fashion,East
34,F,1,87,Electronics,North
39,F,10,216,Home & Kitchen,South
65,F,8,320,Home & Kitchen,East
54,F,1,375,Home & Kitchen,East
32,M,5,205,Electronics,East
52,M,2,411,Fashion,East
45,F,6,330,Sports & Outdoors,West
24,M,9,73,Sports & Outdoors,East
49,F,5,149,Sports & Outdoors,East
28,F,4,383,Home & Kitchen,East
27,F,2,434,Sports & Outdoors,South
26,F,3,51,Fashion,South
31,F,6,382,Sports & Outdoors,East
30,F,8,453,Home & Kitchen,West
74,M,8,315,Home & Kitchen,North
42,M,5,218,Sports & Outdoors,West
19,F,5,476,Home & Kitchen,East
52,M,10,429,Sports & Outdoors,East
24,F,3,313,Home & Kitchen,West
38,M,7,464,Electronics,East
35,M,6,82,Electronics,North
20,M,1,401,Fashion,South
59,F,4,162,Electronics,North
71,M,6,144,Sports & Outdoors,North
56,F,11,371,Home & Kitchen,North
58,F,6,273,Fashion,West
66,F,11,225,Sports & Outdoors,West
28,M,3,218,Sports & Outdoors,North
56,M,6,213,Fashion,West
41,M,10,119,Fashion,East
63,F,6,40,Sports & Outdoors,South
36,F,9,21,Home & Kitchen,West
21,M,9,136,Sports & Outdoors,West
43,F,2,322,Home & Kitchen,North
55,M,4,203,Fashion,South
59,M,9,149,Sports & Outdoors,East
49,M,4,36,Electronics,East
56,M,8,55,Sports & Outdoors,South
62,F,10,144,Home & Kitchen,East
63,M,3,326,Sports & Outdoors,South
53,M,3,451,Home & Kitchen,North
57,M,9,67,Electronics,East
54,M,11,22,Fashion,East
50,M,10,446,Electronics,South
53,M,8,109,Home & Kitchen,East
20,M,1,458,Fashion,West
26,F,10,58,Fashion,North
25,F,2,300,Sports & Outdoors,East
50,F,3,103,Electronics,East
23,F,11,104,Home & Kitchen,East
58,M,2,154,Home & Kitchen,South
56,F,3,81,Fashion,North
21,F,8,460,Sports & Outdoors,North
30,F,11,388,Home & Kitchen,East
66,M,11,19,Sports & Outdoors,East
19,F,6,171,Fashion,South
22,F,7,223,Fashion,North
61,M,10,13,Fashion,West
44,F,10,233,Sports & Outdoors,East
49,M,6,390,Home & Kitchen,West
38,F,1,38,Electronics,West
25,M,11,311,Sports & Outdoors,North
55,F,3,212,Fashion,West
25,F,1,439,Electronics,East
67,F,10,86,Electronics,East
20,M,9,68,Electronics,South
71,F,9,454,Electronics,North
61,M,5,205,Electronics,North
20,M,4,331,Fashion,West
39,M,9,427,Home & Kitchen,East
23,M,9,116,Electronics,East
19,F,3,351,Home & Kitchen,South
40,F,5,398,Home & Kitchen,West
61,F,3,18,Sports & Outdoors,East
19,M,10,29,Fashion,North
55,F,2,158,Electronics,South
34,M,1,392,Home & Kitchen,North
52,M,10,26,Sports & Outdoors,South
51,M,2,21,Home & Kitchen,North
40,F,8,485,Electronics,West
47,F,11,91,Fashion,East
69,M,8,76,Fashion,North
25,F,3,142,Electronics,West
39,F,7,453,Home & Kitchen,North
61,M,7,62,Sports & Outdoors,West
53,M,2,445,Fashion,South
22,F,9,215,Fashion,West
30,M,3,441,Home & Kitchen,North
46,M,2,483,Home & Kitchen,East
48,F,3,412,Home & Kitchen,South
64,F,2,242,Sports & Outdoors,South
74,M,8,410,Home & Kitchen,West
72,F,5,63,Sports & Outdoors,North
33,M,3,496,Electronics,West
59,M,5,499,Sports & Outdoors,South
47,F,11,77,Home & Kitchen,East
74,M,11,499,Sports & Outdoors,West
72,M,8,300,Sports & Outdoors,North
33,M,7,353,Sports & Outdoors,West
29,F,6,178,Fashion,West
34,F,1,406,Home & Kitchen,West
33,F,10,170,Sports & Outdoors,East
29,M,1,24,Home & Kitchen,North
25,M,1,200,Electronics,North
37,F,10,24,Sports & Outdoors,South
20,F,8,296,Sports & Outdoors,South
33,F,8,372,Electronics,West
47,M,7,421,Home & Kitchen,South
62,F,6,19,Electronics,North
40,M,4,66,Electronics,West
45,F,1,208,Electronics,South
68,M,9,170,Electronics,East
57,M,1,272,Home & Kitchen,South
71,F,4,398,Sports & Outdoors,East
22,M,3,483,Electronics,South
37,F,7,390,Electronics,North
57,M,5,262,Fashion,South
73,M,5,128,Home & Kitchen,East
61,F,4,89,Electronics,East
18,M,1,133,Fashion,South
74,F,5,322,Electronics,West
47,F,4,81,Home & Kitchen,East
38,F,10,479,Fashion,North
37,M,8,491,Fashion,South
23,M,2,177,Home & Kitchen,East
39,M,8,293,Fashion,South
35,F,1,45,Fashion,South
25,F,4,321,Electronics,West
56,M,3,184,Fashion,South
49,M,5,208,Sports & Outdoors,South
50,F,5,125,Home & Kitchen,South
70,M,5,433,Electronics,North
33,F,4,324,Fashion,South
29,M,8,436,Sports & Outdoors,North
55,F,3,229,Electronics,South
69,M,4,388,Home & Kitchen,West
51,M,1,75,Fashion,West
31,F,7,274,Home & Kitchen,East
53,F,1,143,Home & Kitchen,South
50,F,2,128,Fashion,West
40,M,11,131,Fashion,West
67,F,7,330,Electronics,South
62,F,1,396,Home & Kitchen,East
19,M,11,467,Fashion,North
58,F,3,430,Home & Kitchen,West
38,F,6,392,Fashion,West
19,F,6,96,Home & Kitchen,North
44,M,6,298,Electronics,West
74,M,11,146,Home & Kitchen,North
26,M,2,62,Fashion,North
18,F,2,214,Sports & Outdoors,East
28,M,6,357,Electronics,North
20,F,10,60,Electronics,North
69,F,5,336,Sports & Outdoors,North
40,F,7,419,Fashion,North
43,M,7,409,Electronics,West
21,M,5,49,Sports & Outdoors,North
35,F,8,259,Sports & Outdoors,West
72,F,10,227,Home & Kitchen,South
23,M,6,188,Home & Kitchen,South
52,M,5,48,Fashion,North
39,M,4,192,Sports & Outdoors,East
60,F,7,233,Home & Kitchen,East
32,M,4,173,Fashion,West
39,M,5,243,Electronics,West
54,M,5,386,Home & Kitchen,South
69,F,1,202,Fashion,West
59,M,1,94,Home & Kitchen,East
29,F,3,470,Electronics,South
64,F,11,252,Electronics,North
66,F,3,483,Home & Kitchen,West
59,M,2,182,Electronics,North
55,M,2,402,Fashion,West
35,M,6,46,Home & Kitchen,East
62,F,1,96,Home & Kitchen,West
52,M,6,138,Electronics,East
47,F,5,203,Fashion,East
41,M,6,328,Home & Kitchen,North
59,M,5,52,Home & Kitchen,West
47,M,7,421,Electronics,North
31,M,1,365,Electronics,East
23,F,3,168,Fashion,East
20,F,6,114,Fashion,East
33,F,1,462,Electronics,East
24,F,11,238,Fashion,South
69,M,11,226,Sports & Outdoors,East
31,F,7,273,Sports & Outdoors,West
26,F,4,427,Electronics,East
32,F,3,496,Home & Kitchen,South
38,M,10,58,Electronics,West
52,F,9,361,Electronics,South
19,F,1,451,Electronics,South
44,M,8,132,Home & Kitchen,West
19,M,1,468,Sports & Outdoors,South
52,F,5,312,Fashion,East
35,F,10,34,Sports & Outdoors,North
31,M,8,140,Fashion,North
37,F,6,438,Fashion,North
35,M,7,379,Electronics,West
27,F,11,445,Electronics,West
42,F,8,233,Fashion,West
19,F,6,108,Home & Kitchen,North
42,F,11,361,Home & Kitchen,North
71,F,6,299,Home & Kitchen,West
50,M,11,494,Home & Kitchen,North
53,M,6,206,Electronics,South
48,F,5,118,Sports & Outdoors,South
31,F,8,357,Sports & Outdoors,North
18,F,2,229,Fashion,West
63,M,7,273,Home & Kitchen,East
33,M,4,420,Electronics,East
71,M,1,217,Electronics,North
63,M,5,328,Electronics,East
69,M,3,91,Fashion,West
20,M,4,34,Electronics,South
52,M,7,195,Fashion,South
58,M,5,441,Fashion,West
23,F,4,394,Fashion,East
42,M,1,17,Fashion,North
30,M,6,133,Electronics,South
70,M,11,158,Electronics,East
51,M,10,107,Sports & Outdoors,East
25,F,6,225,Electronics,South
38,M,7,110,Home & Kitchen,South
51,F,1,227,Home & Kitchen,North
21,F,4,376,Fashion,West
42,F,9,471,Fashion,East
32,M,10,422,Fashion,North
21,M,6,423,Sports & Outdoors,South
62,M,2,268,Fashion,West
29,F,4,400,Sports & Outdoors,West
49,F,6,365,Fashion,East
49,F,4,20,Home & Kitchen,West
45,F,10,425,Fashion,South
30,M,7,68,Electronics,South
48,M,3,259,Fashion,South
31,M,6,149,Electronics,North
37,F,4,344,Electronics,South
35,F,3,47,Electronics,North
46,M,3,131,Electronics,South
23,M,2,417,Sports & Outdoors,South
49,F,11,74,Sports & Outdoors,West
46,M,3,155,Fashion,East
60,M,10,311,Fashion,South
19,F,1,134,Sports & Outdoors,West
40,F,3,321,Fashion,West
36,F,9,200,Fashion,East
48,M,4,272,Sports & Outdoors,West
68,F,3,499,Sports & Outdoors,West
22,M,8,370,Fashion,East
36,M,1,459,Sports & Outdoors,North
51,F,5,305,Home & Kitchen,East
27,M,1,191,Electronics,East
42,F,7,168,Electronics,South
19,F,5,362,Home & Kitchen,South
28,M,2,317,Home & Kitchen,North
67,M,1,487,Fashion,East
48,F,11,296,Fashion,East
73,F,7,171,Electronics,North
32,F,1,272,Fashion,South
26,F,3,226,Electronics,East
40,F,11,409,Fashion,North
36,F,6,415,Fashion,South
26,M,6,493,Electronics,West
52,M,7,190,Home & Kitchen,North
38,M,11,100,Home & Kitchen,North
26,M,11,26,Fashion,East
